donor	cell_name	run_id	donor_id-run_id
eipl_1	25013_6#39	25013_6	eipl_1-25013_6
eipl_1	25013_6#40	25013_6	eipl_1-25013_6
eipl_1	25013_6#42	25013_6	eipl_1-25013_6
eipl_1	25013_6#43	25013_6	eipl_1-25013_6
eipl_1	25013_6#51	25013_6	eipl_1-25013_6
eipl_1	25013_6#52	25013_6	eipl_1-25013_6
eipl_1	25013_6#56	25013_6	eipl_1-25013_6
eipl_1	25013_6#60	25013_6	eipl_1-25013_6
eipl_1	25013_6#62	25013_6	eipl_1-25013_6
eipl_1	25013_6#64	25013_6	eipl_1-25013_6
eipl_1	25013_6#75	25013_6	eipl_1-25013_6
eipl_1	25013_6#80	25013_6	eipl_1-25013_6
eipl_1	25013_6#81	25013_6	eipl_1-25013_6
eipl_1	25013_6#84	25013_6	eipl_1-25013_6
eipl_1	25013_6#87	25013_6	eipl_1-25013_6
eipl_1	25013_6#90	25013_6	eipl_1-25013_6
eipl_1	25013_6#94	25013_6	eipl_1-25013_6
eipl_1	25013_6#98	25013_6	eipl_1-25013_6
feec_2	23794_1#107	23794_1	feec_2-23794_1
feec_2	23794_1#109	23794_1	feec_2-23794_1
feec_2	23794_1#132	23794_1	feec_2-23794_1
feec_2	23794_1#133	23794_1	feec_2-23794_1
feec_2	23794_1#137	23794_1	feec_2-23794_1
feec_2	23794_1#155	23794_1	feec_2-23794_1
feec_2	23794_1#157	23794_1	feec_2-23794_1
feec_2	23794_1#175	23794_1	feec_2-23794_1
feec_2	23794_1#181	23794_1	feec_2-23794_1
feec_2	23794_1#185	23794_1	feec_2-23794_1
feec_2	23794_1#221	23794_1	feec_2-23794_1
feec_2	23794_1#228	23794_1	feec_2-23794_1
feec_2	23794_1#235	23794_1	feec_2-23794_1
feec_2	23794_1#246	23794_1	feec_2-23794_1
feec_2	23794_1#259	23794_1	feec_2-23794_1
feec_2	23794_1#275	23794_1	feec_2-23794_1
feec_2	23794_1#29	23794_1	feec_2-23794_1
feec_2	23794_1#292	23794_1	feec_2-23794_1
feec_2	23794_1#303	23794_1	feec_2-23794_1
feec_2	23794_1#305	23794_1	feec_2-23794_1
feec_2	23794_1#327	23794_1	feec_2-23794_1
feec_2	23794_1#332	23794_1	feec_2-23794_1
feec_2	23794_1#345	23794_1	feec_2-23794_1
feec_2	23794_1#358	23794_1	feec_2-23794_1
feec_2	23794_1#359	23794_1	feec_2-23794_1
feec_2	23794_1#371	23794_1	feec_2-23794_1
feec_2	23794_1#38	23794_1	feec_2-23794_1
feec_2	23794_1#5	23794_1	feec_2-23794_1
feec_2	23794_1#50	23794_1	feec_2-23794_1
feec_2	23794_1#62	23794_1	feec_2-23794_1
feec_2	23794_1#90	23794_1	feec_2-23794_1
feec_2	24353_6#114	24353_6	feec_2-24353_6
feec_2	24353_6#118	24353_6	feec_2-24353_6
feec_2	24353_6#13	24353_6	feec_2-24353_6
feec_2	24353_6#135	24353_6	feec_2-24353_6
feec_2	24353_6#136	24353_6	feec_2-24353_6
feec_2	24353_6#147	24353_6	feec_2-24353_6
feec_2	24353_6#150	24353_6	feec_2-24353_6
feec_2	24353_6#17	24353_6	feec_2-24353_6
feec_2	24353_6#178	24353_6	feec_2-24353_6
feec_2	24353_6#182	24353_6	feec_2-24353_6
feec_2	24353_6#184	24353_6	feec_2-24353_6
feec_2	24353_6#204	24353_6	feec_2-24353_6
feec_2	24353_6#205	24353_6	feec_2-24353_6
feec_2	24353_6#209	24353_6	feec_2-24353_6
feec_2	24353_6#222	24353_6	feec_2-24353_6
feec_2	24353_6#237	24353_6	feec_2-24353_6
feec_2	24353_6#247	24353_6	feec_2-24353_6
feec_2	24353_6#252	24353_6	feec_2-24353_6
feec_2	24353_6#255	24353_6	feec_2-24353_6
feec_2	24353_6#26	24353_6	feec_2-24353_6
feec_2	24353_6#269	24353_6	feec_2-24353_6
feec_2	24353_6#276	24353_6	feec_2-24353_6
feec_2	24353_6#290	24353_6	feec_2-24353_6
feec_2	24353_6#293	24353_6	feec_2-24353_6
feec_2	24353_6#298	24353_6	feec_2-24353_6
feec_2	24353_6#305	24353_6	feec_2-24353_6
feec_2	24353_6#31	24353_6	feec_2-24353_6
feec_2	24353_6#317	24353_6	feec_2-24353_6
feec_2	24353_6#319	24353_6	feec_2-24353_6
feec_2	24353_6#341	24353_6	feec_2-24353_6
feec_2	24353_6#344	24353_6	feec_2-24353_6
feec_2	24353_6#345	24353_6	feec_2-24353_6
feec_2	24353_6#354	24353_6	feec_2-24353_6
feec_2	24353_6#356	24353_6	feec_2-24353_6
feec_2	24353_6#366	24353_6	feec_2-24353_6
feec_2	24353_6#372	24353_6	feec_2-24353_6
feec_2	24353_6#375	24353_6	feec_2-24353_6
feec_2	24353_6#56	24353_6	feec_2-24353_6
feec_2	24353_6#57	24353_6	feec_2-24353_6
feec_2	24353_6#59	24353_6	feec_2-24353_6
feec_2	24353_6#79	24353_6	feec_2-24353_6
feec_2	24353_6#86	24353_6	feec_2-24353_6
feec_2	24353_6#91	24353_6	feec_2-24353_6
feec_2	24353_6#94	24353_6	feec_2-24353_6
guss_1	24086_8#113	24086_8	guss_1-24086_8
guss_1	24086_8#114	24086_8	guss_1-24086_8
guss_1	24086_8#116	24086_8	guss_1-24086_8
guss_1	24086_8#119	24086_8	guss_1-24086_8
guss_1	24086_8#131	24086_8	guss_1-24086_8
guss_1	24086_8#141	24086_8	guss_1-24086_8
guss_1	24086_8#142	24086_8	guss_1-24086_8
guss_1	24086_8#157	24086_8	guss_1-24086_8
guss_1	24086_8#16	24086_8	guss_1-24086_8
guss_1	24086_8#168	24086_8	guss_1-24086_8
guss_1	24086_8#173	24086_8	guss_1-24086_8
guss_1	24086_8#176	24086_8	guss_1-24086_8
guss_1	24086_8#184	24086_8	guss_1-24086_8
guss_1	24086_8#19	24086_8	guss_1-24086_8
guss_1	24086_8#206	24086_8	guss_1-24086_8
guss_1	24086_8#207	24086_8	guss_1-24086_8
guss_1	24086_8#208	24086_8	guss_1-24086_8
guss_1	24086_8#209	24086_8	guss_1-24086_8
guss_1	24086_8#210	24086_8	guss_1-24086_8
guss_1	24086_8#212	24086_8	guss_1-24086_8
guss_1	24086_8#213	24086_8	guss_1-24086_8
guss_1	24086_8#214	24086_8	guss_1-24086_8
guss_1	24086_8#220	24086_8	guss_1-24086_8
guss_1	24086_8#222	24086_8	guss_1-24086_8
guss_1	24086_8#228	24086_8	guss_1-24086_8
guss_1	24086_8#230	24086_8	guss_1-24086_8
guss_1	24086_8#233	24086_8	guss_1-24086_8
guss_1	24086_8#234	24086_8	guss_1-24086_8
guss_1	24086_8#236	24086_8	guss_1-24086_8
guss_1	24086_8#238	24086_8	guss_1-24086_8
guss_1	24086_8#240	24086_8	guss_1-24086_8
guss_1	24086_8#245	24086_8	guss_1-24086_8
guss_1	24086_8#253	24086_8	guss_1-24086_8
guss_1	24086_8#254	24086_8	guss_1-24086_8
guss_1	24086_8#257	24086_8	guss_1-24086_8
guss_1	24086_8#26	24086_8	guss_1-24086_8
guss_1	24086_8#260	24086_8	guss_1-24086_8
guss_1	24086_8#261	24086_8	guss_1-24086_8
guss_1	24086_8#267	24086_8	guss_1-24086_8
guss_1	24086_8#268	24086_8	guss_1-24086_8
guss_1	24086_8#269	24086_8	guss_1-24086_8
guss_1	24086_8#27	24086_8	guss_1-24086_8
guss_1	24086_8#273	24086_8	guss_1-24086_8
guss_1	24086_8#276	24086_8	guss_1-24086_8
guss_1	24086_8#279	24086_8	guss_1-24086_8
guss_1	24086_8#281	24086_8	guss_1-24086_8
guss_1	24086_8#282	24086_8	guss_1-24086_8
guss_1	24086_8#283	24086_8	guss_1-24086_8
guss_1	24086_8#285	24086_8	guss_1-24086_8
guss_1	24086_8#288	24086_8	guss_1-24086_8
guss_1	24086_8#29	24086_8	guss_1-24086_8
guss_1	24086_8#297	24086_8	guss_1-24086_8
guss_1	24086_8#298	24086_8	guss_1-24086_8
guss_1	24086_8#30	24086_8	guss_1-24086_8
guss_1	24086_8#306	24086_8	guss_1-24086_8
guss_1	24086_8#307	24086_8	guss_1-24086_8
guss_1	24086_8#308	24086_8	guss_1-24086_8
guss_1	24086_8#309	24086_8	guss_1-24086_8
guss_1	24086_8#321	24086_8	guss_1-24086_8
guss_1	24086_8#323	24086_8	guss_1-24086_8
guss_1	24086_8#33	24086_8	guss_1-24086_8
guss_1	24086_8#332	24086_8	guss_1-24086_8
guss_1	24086_8#335	24086_8	guss_1-24086_8
guss_1	24086_8#34	24086_8	guss_1-24086_8
guss_1	24086_8#346	24086_8	guss_1-24086_8
guss_1	24086_8#350	24086_8	guss_1-24086_8
guss_1	24086_8#351	24086_8	guss_1-24086_8
guss_1	24086_8#352	24086_8	guss_1-24086_8
guss_1	24086_8#366	24086_8	guss_1-24086_8
guss_1	24086_8#371	24086_8	guss_1-24086_8
guss_1	24086_8#376	24086_8	guss_1-24086_8
guss_1	24086_8#38	24086_8	guss_1-24086_8
guss_1	24086_8#45	24086_8	guss_1-24086_8
guss_1	24086_8#47	24086_8	guss_1-24086_8
guss_1	24086_8#65	24086_8	guss_1-24086_8
guss_1	24086_8#70	24086_8	guss_1-24086_8
guss_1	24086_8#71	24086_8	guss_1-24086_8
guss_1	24086_8#76	24086_8	guss_1-24086_8
guss_1	24086_8#77	24086_8	guss_1-24086_8
guss_1	24086_8#83	24086_8	guss_1-24086_8
guss_1	24086_8#84	24086_8	guss_1-24086_8
guss_1	24086_8#90	24086_8	guss_1-24086_8
guss_1	24086_8#92	24086_8	guss_1-24086_8
guss_1	24086_8#93	24086_8	guss_1-24086_8
guss_1	24086_8#94	24086_8	guss_1-24086_8
guss_1	23794_1#10	23794_1	guss_1-23794_1
guss_1	23794_1#102	23794_1	guss_1-23794_1
guss_1	23794_1#11	23794_1	guss_1-23794_1
guss_1	23794_1#111	23794_1	guss_1-23794_1
guss_1	23794_1#116	23794_1	guss_1-23794_1
guss_1	23794_1#125	23794_1	guss_1-23794_1
guss_1	23794_1#126	23794_1	guss_1-23794_1
guss_1	23794_1#13	23794_1	guss_1-23794_1
guss_1	23794_1#139	23794_1	guss_1-23794_1
guss_1	23794_1#141	23794_1	guss_1-23794_1
guss_1	23794_1#146	23794_1	guss_1-23794_1
guss_1	23794_1#148	23794_1	guss_1-23794_1
guss_1	23794_1#159	23794_1	guss_1-23794_1
guss_1	23794_1#162	23794_1	guss_1-23794_1
guss_1	23794_1#164	23794_1	guss_1-23794_1
guss_1	23794_1#165	23794_1	guss_1-23794_1
guss_1	23794_1#173	23794_1	guss_1-23794_1
guss_1	23794_1#182	23794_1	guss_1-23794_1
guss_1	23794_1#184	23794_1	guss_1-23794_1
guss_1	23794_1#19	23794_1	guss_1-23794_1
guss_1	23794_1#190	23794_1	guss_1-23794_1
guss_1	23794_1#201	23794_1	guss_1-23794_1
guss_1	23794_1#209	23794_1	guss_1-23794_1
guss_1	23794_1#210	23794_1	guss_1-23794_1
guss_1	23794_1#212	23794_1	guss_1-23794_1
guss_1	23794_1#218	23794_1	guss_1-23794_1
guss_1	23794_1#219	23794_1	guss_1-23794_1
guss_1	23794_1#224	23794_1	guss_1-23794_1
guss_1	23794_1#227	23794_1	guss_1-23794_1
guss_1	23794_1#229	23794_1	guss_1-23794_1
guss_1	23794_1#233	23794_1	guss_1-23794_1
guss_1	23794_1#243	23794_1	guss_1-23794_1
guss_1	23794_1#248	23794_1	guss_1-23794_1
guss_1	23794_1#249	23794_1	guss_1-23794_1
guss_1	23794_1#25	23794_1	guss_1-23794_1
guss_1	23794_1#262	23794_1	guss_1-23794_1
guss_1	23794_1#273	23794_1	guss_1-23794_1
guss_1	23794_1#274	23794_1	guss_1-23794_1
guss_1	23794_1#285	23794_1	guss_1-23794_1
guss_1	23794_1#288	23794_1	guss_1-23794_1
guss_1	23794_1#290	23794_1	guss_1-23794_1
guss_1	23794_1#297	23794_1	guss_1-23794_1
guss_1	23794_1#298	23794_1	guss_1-23794_1
guss_1	23794_1#301	23794_1	guss_1-23794_1
guss_1	23794_1#302	23794_1	guss_1-23794_1
guss_1	23794_1#308	23794_1	guss_1-23794_1
guss_1	23794_1#31	23794_1	guss_1-23794_1
guss_1	23794_1#310	23794_1	guss_1-23794_1
guss_1	23794_1#321	23794_1	guss_1-23794_1
guss_1	23794_1#325	23794_1	guss_1-23794_1
guss_1	23794_1#328	23794_1	guss_1-23794_1
guss_1	23794_1#335	23794_1	guss_1-23794_1
guss_1	23794_1#338	23794_1	guss_1-23794_1
guss_1	23794_1#339	23794_1	guss_1-23794_1
guss_1	23794_1#346	23794_1	guss_1-23794_1
guss_1	23794_1#349	23794_1	guss_1-23794_1
guss_1	23794_1#353	23794_1	guss_1-23794_1
guss_1	23794_1#36	23794_1	guss_1-23794_1
guss_1	23794_1#366	23794_1	guss_1-23794_1
guss_1	23794_1#378	23794_1	guss_1-23794_1
guss_1	23794_1#4	23794_1	guss_1-23794_1
guss_1	23794_1#41	23794_1	guss_1-23794_1
guss_1	23794_1#45	23794_1	guss_1-23794_1
guss_1	23794_1#52	23794_1	guss_1-23794_1
guss_1	23794_1#57	23794_1	guss_1-23794_1
guss_1	23794_1#70	23794_1	guss_1-23794_1
guss_1	23794_1#81	23794_1	guss_1-23794_1
guss_1	23794_1#82	23794_1	guss_1-23794_1
guss_1	24353_6#101	24353_6	guss_1-24353_6
guss_1	24353_6#104	24353_6	guss_1-24353_6
guss_1	24353_6#105	24353_6	guss_1-24353_6
guss_1	24353_6#12	24353_6	guss_1-24353_6
guss_1	24353_6#129	24353_6	guss_1-24353_6
guss_1	24353_6#130	24353_6	guss_1-24353_6
guss_1	24353_6#131	24353_6	guss_1-24353_6
guss_1	24353_6#134	24353_6	guss_1-24353_6
guss_1	24353_6#14	24353_6	guss_1-24353_6
guss_1	24353_6#157	24353_6	guss_1-24353_6
guss_1	24353_6#158	24353_6	guss_1-24353_6
guss_1	24353_6#159	24353_6	guss_1-24353_6
guss_1	24353_6#165	24353_6	guss_1-24353_6
guss_1	24353_6#185	24353_6	guss_1-24353_6
guss_1	24353_6#186	24353_6	guss_1-24353_6
guss_1	24353_6#188	24353_6	guss_1-24353_6
guss_1	24353_6#189	24353_6	guss_1-24353_6
guss_1	24353_6#191	24353_6	guss_1-24353_6
guss_1	24353_6#196	24353_6	guss_1-24353_6
guss_1	24353_6#202	24353_6	guss_1-24353_6
guss_1	24353_6#214	24353_6	guss_1-24353_6
guss_1	24353_6#225	24353_6	guss_1-24353_6
guss_1	24353_6#233	24353_6	guss_1-24353_6
guss_1	24353_6#236	24353_6	guss_1-24353_6
guss_1	24353_6#249	24353_6	guss_1-24353_6
guss_1	24353_6#258	24353_6	guss_1-24353_6
guss_1	24353_6#268	24353_6	guss_1-24353_6
guss_1	24353_6#279	24353_6	guss_1-24353_6
guss_1	24353_6#283	24353_6	guss_1-24353_6
guss_1	24353_6#287	24353_6	guss_1-24353_6
guss_1	24353_6#288	24353_6	guss_1-24353_6
guss_1	24353_6#302	24353_6	guss_1-24353_6
guss_1	24353_6#307	24353_6	guss_1-24353_6
guss_1	24353_6#315	24353_6	guss_1-24353_6
guss_1	24353_6#316	24353_6	guss_1-24353_6
guss_1	24353_6#325	24353_6	guss_1-24353_6
guss_1	24353_6#347	24353_6	guss_1-24353_6
guss_1	24353_6#349	24353_6	guss_1-24353_6
guss_1	24353_6#353	24353_6	guss_1-24353_6
guss_1	24353_6#37	24353_6	guss_1-24353_6
guss_1	24353_6#6	24353_6	guss_1-24353_6
guss_1	24353_6#60	24353_6	guss_1-24353_6
guss_1	24353_6#63	24353_6	guss_1-24353_6
guss_1	24353_6#82	24353_6	guss_1-24353_6
guss_1	24353_6#88	24353_6	guss_1-24353_6
guss_1	24353_6#98	24353_6	guss_1-24353_6
guss_1	24252_5#10	24252_5	guss_1-24252_5
guss_1	24252_5#113	24252_5	guss_1-24252_5
guss_1	24252_5#116	24252_5	guss_1-24252_5
guss_1	24252_5#122	24252_5	guss_1-24252_5
guss_1	24252_5#124	24252_5	guss_1-24252_5
guss_1	24252_5#126	24252_5	guss_1-24252_5
guss_1	24252_5#130	24252_5	guss_1-24252_5
guss_1	24252_5#147	24252_5	guss_1-24252_5
guss_1	24252_5#152	24252_5	guss_1-24252_5
guss_1	24252_5#167	24252_5	guss_1-24252_5
guss_1	24252_5#168	24252_5	guss_1-24252_5
guss_1	24252_5#175	24252_5	guss_1-24252_5
guss_1	24252_5#182	24252_5	guss_1-24252_5
guss_1	24252_5#189	24252_5	guss_1-24252_5
guss_1	24252_5#196	24252_5	guss_1-24252_5
guss_1	24252_5#228	24252_5	guss_1-24252_5
guss_1	24252_5#230	24252_5	guss_1-24252_5
guss_1	24252_5#236	24252_5	guss_1-24252_5
guss_1	24252_5#239	24252_5	guss_1-24252_5
guss_1	24252_5#243	24252_5	guss_1-24252_5
guss_1	24252_5#245	24252_5	guss_1-24252_5
guss_1	24252_5#249	24252_5	guss_1-24252_5
guss_1	24252_5#251	24252_5	guss_1-24252_5
guss_1	24252_5#252	24252_5	guss_1-24252_5
guss_1	24252_5#256	24252_5	guss_1-24252_5
guss_1	24252_5#259	24252_5	guss_1-24252_5
guss_1	24252_5#27	24252_5	guss_1-24252_5
guss_1	24252_5#28	24252_5	guss_1-24252_5
guss_1	24252_5#285	24252_5	guss_1-24252_5
guss_1	24252_5#288	24252_5	guss_1-24252_5
guss_1	24252_5#290	24252_5	guss_1-24252_5
guss_1	24252_5#302	24252_5	guss_1-24252_5
guss_1	24252_5#320	24252_5	guss_1-24252_5
guss_1	24252_5#322	24252_5	guss_1-24252_5
guss_1	24252_5#325	24252_5	guss_1-24252_5
guss_1	24252_5#338	24252_5	guss_1-24252_5
guss_1	24252_5#34	24252_5	guss_1-24252_5
guss_1	24252_5#349	24252_5	guss_1-24252_5
guss_1	24252_5#350	24252_5	guss_1-24252_5
guss_1	24252_5#37	24252_5	guss_1-24252_5
guss_1	24252_5#370	24252_5	guss_1-24252_5
guss_1	24252_5#4	24252_5	guss_1-24252_5
guss_1	24252_5#55	24252_5	guss_1-24252_5
guss_1	24252_5#56	24252_5	guss_1-24252_5
guss_1	24252_5#67	24252_5	guss_1-24252_5
guss_1	24252_5#69	24252_5	guss_1-24252_5
guss_1	24252_5#77	24252_5	guss_1-24252_5
guss_1	24252_5#8	24252_5	guss_1-24252_5
guss_1	24252_5#80	24252_5	guss_1-24252_5
guss_1	24252_5#86	24252_5	guss_1-24252_5
guss_1	24252_5#94	24252_5	guss_1-24252_5
guss_1	24475_3#107	24475_3	guss_1-24475_3
guss_1	24475_3#111	24475_3	guss_1-24475_3
guss_1	24475_3#116	24475_3	guss_1-24475_3
guss_1	24475_3#128	24475_3	guss_1-24475_3
guss_1	24475_3#129	24475_3	guss_1-24475_3
guss_1	24475_3#137	24475_3	guss_1-24475_3
guss_1	24475_3#141	24475_3	guss_1-24475_3
guss_1	24475_3#15	24475_3	guss_1-24475_3
guss_1	24475_3#153	24475_3	guss_1-24475_3
guss_1	24475_3#156	24475_3	guss_1-24475_3
guss_1	24475_3#163	24475_3	guss_1-24475_3
guss_1	24475_3#166	24475_3	guss_1-24475_3
guss_1	24475_3#173	24475_3	guss_1-24475_3
guss_1	24475_3#179	24475_3	guss_1-24475_3
