orig.ident	nCount_RNA	nFeature_RNA	donor	cell_name	run_id	donor_id.run_id	percent.mt	percent.ribo	S.Score	G2M.Score	Phase
mydata_scRNAseq	35611.6000000005	7780	meue_4	22607_6#74	22607_6	meue_4-22607_6	0	2.01703939165887	-0.285574673090149	-0.318312284730187	G1
mydata_scRNAseq	37797.0399999995	8789	poih_4	22607_6#161	22607_6	poih_4-22607_6	0	1.81019466074594	-0.160099449414993	-0.127075200918474	G1
mydata_scRNAseq	35073.3999999996	7860	meue_4	22607_6#78	22607_6	meue_4-22607_6	0	2.14464522971827	-0.000729525120455321	-1.13935132032147	G1
mydata_scRNAseq	39409.8100000006	9266	naah_2	22607_6#350	22607_6	naah_2-22607_6	0	1.7023172656757	-0.162515313145184	-0.0548708381170773	G1
mydata_scRNAseq	38455.9000000001	8973	naah_2	22607_6#204	22607_6	naah_2-22607_6	0	1.73601449972565	-0.024015829318647	-0.530482204362787	G1
mydata_scRNAseq	32369.8	6939	naah_2	22607_6#31	22607_6	naah_2-22607_6	0	2.48256090553541	-1.13924810736407	-0.325918484500572	G1
mydata_scRNAseq	37228.2000000011	8041	aowh_2	22607_6#355	22607_6	aowh_2-22607_6	0	1.95120902971398	-0.494107019958695	-0.765642939150381	G1
mydata_scRNAseq	37307.999999999	8594	vils_1	22607_6#97	22607_6	vils_1-22607_6	0	1.83928379972129	-0.119385753613231	-0.619546498277852	G1
mydata_scRNAseq	37004.4	8383	meue_4	22607_6#164	22607_6	meue_4-22607_6	0	1.85302288376517	-0.299121988988305	-0.158610792192874	G1
mydata_scRNAseq	32117.4000000001	6861	naah_2	22607_6#7	22607_6	naah_2-22607_6	0	2.47778462764731	-0.367056090846524	-0.191877152698057	G1
mydata_scRNAseq	37749.9399999997	8818	poih_4	22607_6#256	22607_6	poih_4-22607_6	0	1.77663858538585	-0.291554714384035	-0.68256888633756	G1
mydata_scRNAseq	37372.1999999997	8488	pelm_3	21672_1#279	21672_1	pelm_3-21672_1	0	1.72374117659652	-0.00815381968342344	-0.112055109070042	G1
mydata_scRNAseq	33637.8999999999	7059	pelm_3	21672_1#264	21672_1	pelm_3-21672_1	0	2.36994580517809	-0.751206125258086	-0.232634902411024	G1
mydata_scRNAseq	31131.6000000001	6757	pelm_3	21672_1#178	21672_1	pelm_3-21672_1	0	2.27325290058975	-0.00300929112181336	-0.546584385763487	G1
mydata_scRNAseq	35458.1999999997	7963	vass_1	21672_1#311	21672_1	vass_1-21672_1	0	1.60752660879572	-2.44837921541638	-2.11394948335246	G1
mydata_scRNAseq	33936.6499999999	7268	heth_1	21672_1#54	21672_1	heth_1-21672_1	0	1.85769662002585	-0.0320239160357785	-0.496260045924211	G1
mydata_scRNAseq	36516.0000000002	8375	pelm_3	21672_1#207	21672_1	pelm_3-21672_1	0	1.70747069777631	-0.077642807983473	-0.140470723306541	G1
mydata_scRNAseq	38589.2099999998	9340	hegp_3	24351_3#105	24351_3	hegp_3-24351_3	0	1.87814158413713	-0.181448554714386	-0.249563719862223	G1
mydata_scRNAseq	39608.3000000008	9868	ueah_1	24351_3#286	24351_3	ueah_1-24351_3	0	1.75241047962166	-0.0509101858224401	-0.324971297359349	G1
mydata_scRNAseq	30502.0300000004	6631	cuhk_2	24351_3#13	24351_3	cuhk_2-24351_3	0	2.11602309747906	-0.0553442876806711	-0.0346211251435236	G1
mydata_scRNAseq	36949.0999999999	8243	hegp_3	24351_3#101	24351_3	hegp_3-24351_3	0	1.94916790936722	-0.0420113558155615	-0.833266360505163	G1
mydata_scRNAseq	36225.8000000007	8148	ueah_1	24351_3#372	24351_3	ueah_1-24351_3	0	1.95468423057596	-0.126841018582231	-0.0217853042479792	G1
mydata_scRNAseq	37718.0699999998	8813	ueah_1	24351_3#81	24351_3	ueah_1-24351_3	0	1.83827009176239	-0.472695629731581	-0.73038748564867	G1
mydata_scRNAseq	39162.8999999987	9497	cuhk_2	24351_3#104	24351_3	cuhk_2-24351_3	0	1.84460292777099	-0.0560271851342176	-0.199913892078081	G1
mydata_scRNAseq	35222.7000000001	8337	veku_2	24351_3#253	24351_3	veku_2-24351_3	0	2.11710061977077	-0.157570543702681	-0.133524684270966	G1
mydata_scRNAseq	39290.4200000005	9736	ueah_1	24351_3#303	24351_3	ueah_1-24351_3	0	1.73054907532165	-0.389203888506531	-0.172494259471872	G1
mydata_scRNAseq	38756.3000000001	9342	ueah_1	24351_3#131	24351_3	ueah_1-24351_3	0	1.85079587060684	-0.721631108052312	-0.174913892078065	G1
mydata_scRNAseq	34162.2000000008	7871	veku_2	24351_3#71	24351_3	veku_2-24351_3	0	2.20419059662429	-0.0564177563661188	-0.564839265212399	G1
mydata_scRNAseq	32404.2999999999	7486	cuhk_2	24351_3#308	24351_3	cuhk_2-24351_3	0	2.33271510262527	-0.0411011699931283	-0.248019517795653	G1
mydata_scRNAseq	36518.1400000007	8343	veku_2	24351_3#235	24351_3	veku_2-24351_3	0	1.92348241175478	-0.119861149346157	-0.945419058553369	G1
mydata_scRNAseq	38885.4000000005	9277	cuhk_2	24351_3#136	24351_3	cuhk_2-24351_3	0	1.76667849629936	-0.110232794218851	-0.0998421354764591	G1
mydata_scRNAseq	35687.3699999999	8088	lepk_1	24351_3#119	24351_3	lepk_1-24351_3	0	2.0111036481534	-0.182956813489337	-0.133803099885185	G1
mydata_scRNAseq	37585.0499999997	8797	cuhk_2	24351_3#161	24351_3	cuhk_2-24351_3	0	1.6867876988324	-0.440935134205109	-0.00719575200918587	G1
mydata_scRNAseq	35468.4200000003	8164	cuhk_2	24351_3#141	24351_3	cuhk_2-24351_3	0	1.77473369267645	-2.56674913971094	-2.63247129735936	G1
mydata_scRNAseq	41440.0999999992	10828	lepk_1	24351_3#142	24351_3	lepk_1-24351_3	0	1.76399188225901	-0.0871507226427957	-0.291934557979341	G1
mydata_scRNAseq	36884.8799999998	8660	veku_2	24351_3#68	24351_3	veku_2-24351_3	0	1.95275137129361	-0.542711631108068	-0.61850172215846	G1
mydata_scRNAseq	35373.3999999999	8171	hegp_3	24351_3#183	24351_3	hegp_3-24351_3	0	1.83697354509321	-2.59993805918789	-2.47167049368542	G1
mydata_scRNAseq	33059.1800000003	7583	veku_2	24351_3#330	24351_3	veku_2-24351_3	0	2.25214297511309	-0.122681004817621	-0.795516647531588	G1
mydata_scRNAseq	37257.0999999995	8476	melw_2	25475_7#309	25475_7	melw_2-25475_7	0	1.90970311698981	-0.132687543014459	-0.790528128587825	G1
mydata_scRNAseq	38065.6000000013	8373	kuxp_1	25475_7#68	25475_7	kuxp_1-25475_7	0	1.85548106426794	-0.206841018582204	-0.000258323765768509	G1
mydata_scRNAseq	37513.5000000003	8516	yelp_3	25475_7#247	25475_7	yelp_3-25475_7	0	1.81907846508589	-0.113749139710936	-0.348851894374256	G1
mydata_scRNAseq	35860.0000000008	7568	yelp_3	25475_7#123	25475_7	yelp_3-25475_7	0	1.9757389849414	-0.0934377150722714	-0.385189437428227	G1
mydata_scRNAseq	37233.5000000005	8303	eesb_1	25475_7#178	25475_7	eesb_1-25475_7	0	1.89265043576347	-0.21910013764625	-0.230884041331816	G1
mydata_scRNAseq	38707.6999999996	8882	melw_2	25475_7#343	25475_7	melw_2-25475_7	0	1.81746784231563	-0.384843427391591	-0.0347588978185795	G1
mydata_scRNAseq	35944.0999999995	7995	kuxp_1	25475_7#280	25475_7	kuxp_1-25475_7	0	1.9583186113994	-0.315182381280127	-0.101722158438584	G1
mydata_scRNAseq	35100.8000000007	7281	eesb_1	25475_7#194	25475_7	eesb_1-25475_7	0	2.08884127997079	-0.131706813489316	-0.528386911595836	G1
mydata_scRNAseq	37591.5000000007	8451	eesb_1	25475_7#259	25475_7	eesb_1-25475_7	0	1.88766077437715	-0.570953200275289	-0.165614236509767	G1
mydata_scRNAseq	38001.1999999997	8516	melw_2	25475_7#209	25475_7	melw_2-25475_7	0	1.83546835363095	-0.286319683413632	-0.086481056257198	G1
mydata_scRNAseq	35018.4999999999	7418	eesb_1	25475_7#349	25475_7	eesb_1-25475_7	0	2.02378742664592	-0.346736063317275	-0.000344431687717695	G1
mydata_scRNAseq	32806.6	6405	kuxp_1	25475_7#365	25475_7	kuxp_1-25475_7	0	2.1453000310913	-0.154327253957319	-0.300861079219276	G1
mydata_scRNAseq	32462.1000000001	6712	yelp_3	25475_7#289	25475_7	yelp_3-25475_7	0	2.56730156089717	-0.386379903647624	-0.663748564867961	G1
mydata_scRNAseq	34610.3000000005	6940	yelp_3	25475_7#184	25475_7	yelp_3-25475_7	0	2.13549145774521	-0.338097040605641	-0.00332950631455997	G1
mydata_scRNAseq	35803.0999999996	7680	eesb_1	25475_7#266	25475_7	eesb_1-25475_7	0	1.99563724928849	-0.617142119752248	-0.33920780711829	G1
mydata_scRNAseq	35168.2999999996	7690	melw_2	25475_7#46	25475_7	melw_2-25475_7	0	2.22984904018679	-0.103640743289747	-0.114982778415636	G1
mydata_scRNAseq	36688.8100000001	8500	kuxp_1	25475_7#116	25475_7	kuxp_1-25475_7	0	1.8629658470798	-0.147144872677209	-0.173527554535013	G1
mydata_scRNAseq	35189.4400000005	7976	toss_3	21843_2#266	21843_2	toss_3-21843_2	0	1.87814867187426	-0.28917980041295	-0.428231917336401	G1
mydata_scRNAseq	33547.6000000002	6999	sita_1	21843_2#65	21843_2	sita_1-21843_2	0	1.93784354171385	-0.131204404679971	-0.561997703788753	G1
mydata_scRNAseq	35182.7999999995	7757	sita_1	21843_2#352	21843_2	sita_1-21843_2	0	1.85914708323388	-0.203764624913977	-0.674827784156145	G1
mydata_scRNAseq	29132.3099999995	5919	oaqd_3	21843_2#40	21843_2	oaqd_3-21843_2	0	2.2317488726435	-0.142645732966283	-1.72409012629162	G1
mydata_scRNAseq	34895.0999999992	7627	sita_1	21843_2#4	21843_2	sita_1-21843_2	0	1.94096019211871	-1.6096971782519	-1.95528128587831	G1
mydata_scRNAseq	30679.2999999997	6146	sita_1	21843_2#45	21843_2	sita_1-21843_2	0	2.08903071452089	-0.299148313833456	-1.1374282433984	G1
mydata_scRNAseq	28250.5999999998	5773	paab_4	21843_2#123	21843_2	paab_4-21843_2	0	2.27499592929001	-0.658331039229185	-0.989523536165328	G1
mydata_scRNAseq	29350.9999999999	5900	sita_1	21843_2#301	21843_2	sita_1-21843_2	0	2.09192191066744	-2.04509979353063	-2.06173938002296	G1
mydata_scRNAseq	33829.9700000001	7594	paab_4	21843_2#236	21843_2	paab_4-21843_2	0	1.91410160872149	-1.29887508602891	-0.6953616532721	G1
mydata_scRNAseq	36903.3199999997	8430	oaqd_3	21843_2#74	21843_2	oaqd_3-21843_2	0	1.91066820004272	-0.174362009635244	-0.122310562571777	G1
mydata_scRNAseq	31243.3399999998	6585	oaqd_3	21843_2#42	21843_2	oaqd_3-21843_2	0	2.09007743730345	-0.971852546455616	-0.694954075774969	G1
mydata_scRNAseq	35741.2300000004	8028	paab_4	21843_2#314	21843_2	paab_4-21843_2	0	1.85186687755288	-0.27132604955264	-0.0397962112514305	G1
mydata_scRNAseq	32182.1999999998	6636	sita_1	21843_2#27	21843_2	sita_1-21843_2	0	2.09743274232341	-0.974879559531996	-1.53343857634903	G1
mydata_scRNAseq	31645.5	6356	paab_4	21843_2#285	21843_2	paab_4-21843_2	0	1.99586039089286	-1.26248967653132	-0.900315729047085	G1
mydata_scRNAseq	32619.7000000001	6672	sita_1	21843_2#260	21843_2	sita_1-21843_2	0	1.90069191316903	-0.193000688231241	-0.440327210103323	G1
mydata_scRNAseq	34638.7999999997	7547	paab_4	21843_2#30	21843_2	paab_4-21843_2	0	2.08494520595404	-0.117272883688926	-0.514380022962113	G1
mydata_scRNAseq	35611.4199999999	7997	sita_1	21843_2#82	21843_2	sita_1-21843_2	0	1.87574660038831	-0.281639710942875	-0.0596928817451312	G1
mydata_scRNAseq	32543.9999999993	6720	sita_1	21843_2#13	21843_2	sita_1-21843_2	0	2.08241150442482	-0.740092911218183	-1.8551377726751	G1
mydata_scRNAseq	34383.3999999996	7299	oaqd_3	21843_2#271	21843_2	oaqd_3-21843_2	0	1.93669037965997	-0.0356761871989075	-0.424569460390364	G1
mydata_scRNAseq	32958.1999999989	6558	oaqd_3	21843_2#50	21843_2	oaqd_3-21843_2	0	2.06959117912999	-0.0523520302822238	-0.567479908151618	G1
mydata_scRNAseq	29321.5000000001	5916	oaqd_3	21843_2#81	21843_2	oaqd_3-21843_2	0	2.30547550432276	-1.5807243633861	-1.6772675086108	G1
mydata_scRNAseq	35325.4800000007	8032	sita_1	21843_2#184	21843_2	sita_1-21843_2	0	1.8790119766242	-0.000956297315882537	-0.642964982778402	G1
mydata_scRNAseq	30757.1199999999	6914	toss_3	21843_2#324	21843_2	toss_3-21843_2	0	1.80748392567315	-2.93396369580179	-2.76345292766935	G1
mydata_scRNAseq	26312.8999999998	5235	oaqd_3	21843_2#257	21843_2	oaqd_3-21843_2	0	2.07844821361387	-2.9010615966965	-2.43016647531574	G1
mydata_scRNAseq	35652.2000000002	7681	oaqd_3	21843_2#157	21843_2	oaqd_3-21843_2	0	1.84701084365059	-0.0807226428079915	-0.146067738231923	G1
mydata_scRNAseq	34554.3999999998	7401	oaqd_3	21843_2#252	21843_2	oaqd_3-21843_2	0	1.84954738036257	-0.540115278733651	-1.63085533869116	G1
mydata_scRNAseq	33651.9000000004	7078	sita_1	21843_2#273	21843_2	sita_1-21843_2	0	1.99453819843751	-0.436854783207147	-0.987629161882883	G1
mydata_scRNAseq	31537.7000000001	6328	sita_1	21843_2#263	21843_2	sita_1-21843_2	0	2.01060952447388	-1.32697522367516	-0.487227324913889	G1
mydata_scRNAseq	33656.9	7059	sita_1	21843_2#64	21843_2	sita_1-21843_2	0	1.97403801300773	-0.594292842395041	-0.108065442020665	G1
mydata_scRNAseq	33107.47	7191	paab_4	21843_2#220	21843_2	paab_4-21843_2	0	1.98230187930398	-0.0059511355815598	-0.599667049368548	G1
mydata_scRNAseq	34852.7799999996	7861	oaqd_3	21843_2#178	21843_2	oaqd_3-21843_2	0	1.96873821829997	-1.08430557467308	-1.49374856486796	G1
mydata_scRNAseq	31734.9000000004	6470	paab_4	21843_2#354	21843_2	paab_4-21843_2	0	2.08540124594686	-1.0539865794907	-2.2264064293915	G1
mydata_scRNAseq	34791.7999999999	7746	joxm_1	24475_5#101	24475_5	joxm_1-24475_5	0	1.96109428083629	-0.219645560908468	-0.684041331802533	G1
mydata_scRNAseq	33554.1100000005	7399	joxm_1	24475_5#84	24475_5	joxm_1-24475_5	0	2.01957375713434	-1.6732906056435	-1.70876578645236	G1
mydata_scRNAseq	37622.47	8624	zerv_8	24475_7#58	24475_7	zerv_8-24475_7	0	1.77093635797968	-0.290429284239504	-0.0603243398392568	G1
mydata_scRNAseq	37228.9900000005	8470	kucg_2	24475_5#66	24475_5	kucg_2-24475_5	0	1.84716265469461	-0.0255314865794798	-0.270565442020665	G1
mydata_scRNAseq	33892.7000000011	7375	puie_5	24475_1#316	24475_1	puie_5-24475_1	0	2.31288743593746	-0.43124569855468	-0.160218140068861	G1
mydata_scRNAseq	34603.8999999986	7459	kolf_2	24475_7#95	24475_7	kolf_2-24475_7	0	2.13964321940599	-0.221495182381319	-1.0752583237658	G1
mydata_scRNAseq	31370.3999999994	6731	bokz_5	24475_3#215	24475_3	bokz_5-24475_3	0	2.12110779588406	-0.750428423950462	-0.298019517795658	G1
mydata_scRNAseq	37731.7400000002	8619	joxm_1	24475_5#279	24475_5	joxm_1-24475_5	0	1.69512458211574	-0.0528437715072094	-0.00675947187140036	G1
mydata_scRNAseq	36010.1000000001	7938	nocf_2	24475_8#344	24475_8	nocf_2-24475_8	0	1.78616554799903	-2.80063661390226	-3.17764064293915	G1
mydata_scRNAseq	37420.9999999997	8514	uenn_3	24475_7#293	24475_7	uenn_3-24475_7	0	1.84816012399456	-0.143934962147272	-0.0158151549942573	G1
mydata_scRNAseq	33984.3000000007	7394	lise_3	24475_1#338	24475_1	lise_3-24475_1	0	2.16570592891419	-0.732460426703351	-0.0210677382319071	G1
mydata_scRNAseq	33947.06	7444	iisa_3	24475_5#78	24475_5	iisa_3-24475_5	0	2.11187655131255	-0.0512202339986025	-0.996811136624562	G1
mydata_scRNAseq	36514.8999999992	8964	zerv_8	24475_7#353	24475_7	zerv_8-24475_7	0	1.90607122024164	-1.36423606331731	-0.927009184845029	G1
mydata_scRNAseq	36022.9399999994	8843	naju_1	24475_1#91	24475_1	naju_1-24475_1	0	2.09119522171154	-0.0664661046111412	-0.631107921928805	G1
mydata_scRNAseq	36272.2999999997	7624	lise_3	24475_1#242	24475_1	lise_3-24475_1	0	2.08892184945539	-0.312080178940133	-0.133065442020686	G1
mydata_scRNAseq	37799.4600000002	8566	zagm_1	24475_8#127	24475_8	zagm_1-24475_8	0	1.72470717835651	-0.258269786648309	-0.0309242250287127	G1
mydata_scRNAseq	37245.4999999994	8478	joxm_1	24475_5#103	24475_5	joxm_1-24475_5	0	1.84559208494989	-0.274671369580201	-0.0543340987370771	G1
mydata_scRNAseq	35765.4699999995	8265	lise_3	24475_1#277	24475_1	lise_3-24475_1	0	1.95565723028387	-0.225808843771497	-0.477491389207798	G1
mydata_scRNAseq	34385.8199999999	7862	kucg_2	24475_5#348	24475_5	kucg_2-24475_5	0	1.98261957981517	-1.30407174810735	-2.46630597014924	G1
mydata_scRNAseq	38943.1900000007	9385	joxm_1	24475_5#231	24475_5	joxm_1-24475_5	0	1.67913825241329	-0.190513936682716	-0.476733639494844	G1
mydata_scRNAseq	34176.4300000003	7688	joxm_1	24475_5#237	24475_5	joxm_1-24475_5	0	1.8701192605547	-1.90261699931176	-2.54681400688862	G1
mydata_scRNAseq	32752.4000000002	7332	uenn_3	24475_7#104	24475_7	uenn_3-24475_7	0	2.11654718432846	-2.05779060564348	-2.27111940298507	G1
mydata_scRNAseq	35848.4600000004	8259	joxm_1	24475_5#205	24475_5	joxm_1-24475_5	0	1.81608917091555	-1.63002150722643	-2.88397244546499	G1
mydata_scRNAseq	32174.8000000005	7306	joxm_1	24475_5#346	24475_5	joxm_1-24475_5	0	2.12060370227628	-0.748162422573968	-0.495464982778405	G1
mydata_scRNAseq	30608.3000000006	6606	wuye_2	24475_5#4	24475_5	wuye_2-24475_5	0	2.13732876376665	-0.011116655196135	-0.694058553386902	G1
mydata_scRNAseq	38589.6300000002	9235	zerv_8	24475_7#233	24475_7	zerv_8-24475_7	0	1.78045241687986	-0.024050929112172	-0.418725602755471	G1
mydata_scRNAseq	38478.4200000001	8889	nocf_2	24475_8#307	24475_8	nocf_2-24475_8	0	1.7181318775563	-0.169179284239503	-0.125252583237647	G1
mydata_scRNAseq	36863	8230	kucg_2	24475_5#269	24475_5	kucg_2-24475_5	0	1.86501369937335	-0.268713007570536	-0.333295063145807	G1
mydata_scRNAseq	35678.6399999998	8096	joxm_1	24475_5#373	24475_5	joxm_1-24475_5	0	1.84653899363878	-0.786759463179613	-0.096615958668206	G1
mydata_scRNAseq	32226.9800000002	7005	lise_3	24475_1#375	24475_1	lise_3-24475_1	0	2.26993035028413	-1.43965295939437	-1.479061423651	G1
mydata_scRNAseq	36806.3100000002	8195	wigw_2	24475_8#351	24475_8	wigw_2-24475_8	0	1.75315047881735	-0.0822789057122888	-0.0120264064293885	G1
mydata_scRNAseq	39445.7500000005	9687	wuye_2	24475_5#133	24475_5	wuye_2-24475_5	0	1.67680928870662	-0.236862697866504	-0.0993168771527007	G1
mydata_scRNAseq	35198.0999999993	7819	naju_1	24475_1#245	24475_1	naju_1-24475_1	0	2.05266761558156	-0.00337233310394147	-0.860706084959832	G1
mydata_scRNAseq	37856.2300000009	9054	wuye_2	24475_5#93	24475_5	wuye_2-24475_5	0	1.78615250382826	-0.0865803509979211	-0.728074052812837	G1
mydata_scRNAseq	33249.4999999999	7301	joxm_1	24475_5#202	24475_5	joxm_1-24475_5	0	1.9946164603979	-2.35831899518238	-2.54460390355913	G1
mydata_scRNAseq	35367.4999999998	7977	datg_2	24475_3#149	24475_3	datg_2-24475_3	0	1.77394500600835	-2.12098417068136	-2.67798507462686	G1
mydata_scRNAseq	36528.9000000002	7904	joxm_1	24475_5#268	24475_5	joxm_1-24475_5	0	1.86701488410545	-0.0371679284239477	-0.136165327210112	G1
mydata_scRNAseq	34453.2000000007	7647	iisa_3	24475_5#316	24475_5	iisa_3-24475_5	0	2.02912936969566	-0.422935306262881	-1.39181974741676	G1
mydata_scRNAseq	31129.4999999994	6927	puie_5	24475_1#320	24475_1	puie_5-24475_1	0	2.20401869609218	-2.11328974535446	-0.968857634902429	G1
mydata_scRNAseq	35712.3400000002	7987	kucg_2	24475_5#60	24475_5	kucg_2-24475_5	0	1.96489504748217	-0.322166724019255	-0.342746842709512	G1
mydata_scRNAseq	34462.6000000003	7635	iisa_3	24475_5#131	24475_5	iisa_3-24475_5	0	2.09096237660535	-0.58777529249827	-1.64908151549942	G1
mydata_scRNAseq	37013.5000000008	8550	datg_2	24475_3#269	24475_3	datg_2-24475_3	0	1.8441919840058	-0.00293874741912603	-0.231027554535006	G1
mydata_scRNAseq	31712.4000000001	6595	joxm_1	24475_5#122	24475_5	joxm_1-24475_5	0	2.11273823488603	-0.620392291810048	-1.13605051664753	G1
mydata_scRNAseq	37837.5400000003	8744	nufh_3	24475_8#349	24475_8	nufh_3-24475_8	0	1.80450420402594	-0.148992945629737	-0.311128013777263	G1
mydata_scRNAseq	35127.0000000003	7915	zagm_1	24475_8#138	24475_8	zagm_1-24475_8	0	1.8956927719418	-0.217703028217478	-1.40680252583237	G1
mydata_scRNAseq	39014.2700000005	9402	joxm_1	24475_5#209	24475_5	joxm_1-24475_5	0	1.68505011115162	-0.708122849277341	-0.202456946039034	G1
mydata_scRNAseq	37949.9000000004	8671	kolf_2	24475_7#335	24475_7	kolf_2-24475_7	0	1.8469086875064	-0.174511355815556	-0.508897818599311	G1
mydata_scRNAseq	38151.3000000001	8898	seru_1	24475_7#270	24475_7	seru_1-24475_7	0	1.79653117980252	-0.0345251204404642	-0.449512055109052	G1
mydata_scRNAseq	36269	8100	joxm_1	24475_5#374	24475_5	joxm_1-24475_5	0	1.83545176321376	-0.44522711631108	-0.309959816303106	G1
mydata_scRNAseq	38500.4599999997	9267	wuye_2	24475_5#65	24475_5	wuye_2-24475_5	0	1.78852408516679	-0.0654709222298822	-0.050840987370842	G1
mydata_scRNAseq	33907.3000000004	7310	heth_1	24475_5#57	24475_5	heth_1-24475_5	0	2.04262798866319	-0.919125946317955	-0.204247990815157	G1
mydata_scRNAseq	32249.5000000003	7171	eiwy_1	24475_1#166	24475_1	eiwy_1-24475_1	0	2.10886990495975	-1.49860461114934	-0.49328358208956	G1
mydata_scRNAseq	32175.2999999994	6914	joxm_1	24475_5#318	24475_5	joxm_1-24475_5	0	2.0586288239737	-0.568470061940825	-0.744136050516656	G1
